Key,Outers,Inners
3_180.000000-3-180.000000,201 -599 201 -400 401 -400 401 -200 600 -200 600 0 600 200 400 200 400 399 399.005 399 399 400 199.995 400 199 599 -1 599 -201 599 -201 400 -401 400 -401 200 -600 200 -600 0 -600 -200 -400 -200 -400 -399 -399.005 -399 -399 -400 -199.995 -400 -199 -599 1 -599 201 -599 ,
3_180.000000-2-180.000000,-100 -499 300 -100 300 -98.5025 499 100 499 300 499 500 299 500 299 699 99 699 -1 699 -201 699 -201 500 -401 500 -401 399 -401.663 399 -402 500 -601 500 -601.337 500 -602 699 -801 699 -802 699 -1001 699 -1001 500 -1002 500 -1201 500 -1201 300 -1201 100 -1201 -100 -1001 -100 -1000 -300 -800 -300 -400.995 -300 -400 -499 -300 -499 -200 -499 -100 -499 ,
0_180.000000-3-180.000000,201 -899 201 -700 401 -700 401 -500 401 -200 401 0 201 0 200 200 0 200 -200 200 -200 0 -399 0 -399 -100 -799 -100 -799 0 -999 0 -1000 200 -1200 200 -1400 200 -1400 0 -1599 0 -1599 -200 -1599 -500 -1599 -700 -1399 -700 -1399 -899 -1199 -899 1 -899 201 -899 ,
0_0.000000-3-180.000000,1401 -699 1401 -500 1601 -500 1601 -300 1601 0 1601 200 1401 200 1400 400 1200 400 0 400 -200 400 -200 200 -399 200 -399 0 -399 -300 -399 -500 -199 -500 -199 -699 1 -699 201 -699 201 -500 401 -500 401 -399 801 -399 801 -500 1001 -500 1001 -699 1201 -699 1401 -699 ,
2_180.000000-0-0.000000,1000 -500 1000 -100 1000 0 1000 400 800 400 400 400 400 599 300 599 200 599 100 599 -200 299.75 -200 400 -400 400 -800 400 -800 599 -900 599 -1000 599 -1100 599 -1500 200 -1500 0 -1500 -300 -1500 -500 -1200 -500 -599 -500 -400 -500 -100 -500 200 -500 801 -500 1000 -500 ,
1_0.000000-3-180.000000,-399 -999 -200 -800 -199 -800 401 -200 401 0 -199 600 -200 600 -400 800 -600 800 -1200 200 -1200 199 -1399 0 -1399 -200 -799 -800 -798 -800 -599 -999 -399 -999 ,
3_180.000000-0-0.000000,200 -400 200 -200 399 -200 399 0 399 300 399 500 199 500 199 699 -1 699 -201 699 -201 500 -401 500 -401 399 -801 399 -801 500 -1001 500 -1001 699 -1201 699 -1401 699 -1401 500 -1601 500 -1601 300 -1601 0 -1601 -200 -1401 -200 -1400 -400 -1200 -400 0 -400 200 -400 ,
0_0.000000-3-0.000000,1400 -700 1400 -500 1600 -500 1600 -300 1600 0 1600 200 1400 200 1400 400 1200 400 0 400 -200 400 -200 200 -400 200 -400 0 -400 -300 -400 -500 -200 -500 -200 -700 0 -700 200 -700 200 -500 400 -500 400 -400 800 -400 800 -500 1000 -500 1000 -700 1200 -700 1400 -700 ,
2_0.000000-2-0.000000,700 -600 1100 -200 1100 0 1100 200 1100 400 800 400 500 400 500 600 400 600 200 600 100 600 -100 400 -400 400 -400 600 -500 600 -600 600 -700 600 -1100 200 -1100 0 -1100 -200 -1100 -400 -800 -400 -500 -400 -500 -600 -400 -600 -200 -600 -100 -600 100 -400 400 -400 400 -600 500 -600 600 -600 700 -600 ,0 0 
0_0.000000-0-0.000000,1400 -500 1400 0 1400 500 1200 500 200 500 0 500 -200 500 -1200 500 -1400 500 -1400 0 -1400 -500 -1200 -500 -200 -500 0 -500 200 -500 1200 -500 1400 -500 ,0 0 
3_180.000000-3-0.000000,200 -600 200 -400 399 -400 400 -400 400 -200 599 -200 599 0 599 200 399 200 399 399 399 400 199 400 199 599 -1 599 -201 599 -201 400 -401 400 -401 399 -401 200 -601 200 -601 0 -601 -200 -401 -200 -401 -400 -400 -400 -201 -400 -200 -600 0 -600 200 -600 ,
3_180.000000-1-0.000000,600 -800 1200 -200 1200 -199 1399 0 1399 200 799 800 798 800 599 999 399 999 200 800 199 800 -401 200 -401 0 199 -600 200 -600 400 -800 600 -800 ,
2_0.000000-2-180.000000,-500 -699 -100 -300 300 100 300 300 300 500 0 500 -300 500 -300 200 -600 200 -600 300 -600 500 -601 500 -800 500 -900 500 -901 500 -1100 500 -1100 200 -1500 200 -1501 500 -1700 500 -1701 500 -1900 500 -1900 100 -1900 -300 -1300 -300 -1300 -499 -1300 -500 -1200 -500 -700 -500 -700 -699 -600 -699 -500 -699 ,
0_0.000000-1-0.000000,1800 -900 2400 -300 2400 200 1800 800 400 800 -200 200 -200 -300 400 -900 600 -900 900 -600 1300 -600 1600 -900 1800 -900 ,
3_0.000000-1-0.000000,600 -800 800 -600 1200 -200 1400 0 1400 200 1200 400 800 800 600 1000 400 1000 200 800 -200 400 -400 200 -400 0 -200 -200 200 -600 400 -800 600 -800 ,
2_0.000000-3-180.000000,-199 -799 0 -600 1 -600 401 -200 401 0 401 200 201 200 200 400 0 400 -100 400 -300 400 -300 200 -499 200 -499 100 -499 200 -699 200 -700 400 -900 400 -1100 400 -1100 200 -1299 200 -1299 0 -1299 -200 -1299 -400 -1099 -400 -1099 -599 -899 -599 -699 -599 -699 -600 -599 -600 -499 -600 -499 -799 -399 -799 -299 -799 -199 -799 ,
1_180.000000-0-0.000000,-399 -800 200 -200 200 300 -400 899 -600 899 -900.501 599 -1299.5 599 -1600 899 -1800 899 -2400 300 -2400 -200 -1799 -800 -399 -800 ,
1_0.000000-2-0.000000,500 -800 1100 -200 1100 200 500 800 100 800 -100 1000 -200 1000 -600 600 -800 400 -1200 0 -1200 -200 -600 -800 -300 -800 0 -500 300 -800 500 -800 ,
2_0.000000-0-0.000000,-200 -600 200 -200 200 0 200 300 200 500 0 500 -100 500 -300 500 -300 200 -700 200 -700 500 -900 500 -1000 500 -1100 500 -1200 500 -1300 500 -1500 500 -1500 200 -1900 200 -1900 500 -2100 500 -2300 500 -2300 100 -2300 0 -2300 -400 -1700 -400 -1700 -600 -1600 -600 -300 -600 -200 -600 ,
0_180.000000-0-0.000000,200 -700 200 -200 200 300 0 300 -200 300 -200 0 -1000 0 -1000 300 -1200 300 -1400 300 -1400 0 -2200 0 -2200 300 -2400 300 -2600 300 -2600 -200 -2600 -700 -1200 -700 200 -700 ,
1_0.000000-3-0.000000,-400 -1000 -200 -800 200 -400 400 -200 400 0 200 200 -200 600 -400 800 -600 800 -800 600 -1200 200 -1400 0 -1400 -200 -1200 -400 -800 -800 -600 -1000 -400 -1000 ,
3_0.000000-0-0.000000,200 -400 200 -200 400 -200 400 0 400 300 400 500 200 500 200 700 0 700 -200 700 -200 500 -400 500 -400 400 -800 400 -800 500 -1000 500 -1000 700 -1200 700 -1400 700 -1400 500 -1600 500 -1600 300 -1600 0 -1600 -200 -1400 -200 -1400 -400 -1200 -400 0 -400 200 -400 ,
1_0.000000-0-0.000000,-400 -800 200 -200 200 300 -400 900 -600 900 -900 600 -1300 600 -1600 900 -1800 900 -2400 300 -2400 -200 -1800 -800 -400 -800 ,
0_180.000000-2-180.000000,-100 -799 300 -400 300 -200 300 100 300 300 100 300 0 300 -200 300 -200 0 -600 0 -601 300 -800 300 -801 300 -900 300 -1000 300 -1100 300 -1200 300 -1400 300 -1400 0 -1800 0 -1801 300 -2000 300 -2001 300 -2200 300 -2200 -100 -2200 -200 -2200 -600 -1600 -600 -1600 -799 -1500 -799 -200 -799 -100 -799 ,
2_180.000000-1-0.000000,1400 -900 2000 -300 2000 100 1400 700 999 700 800 899 700 899 300 500 -300 -100 -300 -300 300 -900 600 -900 900 -600 901 -600 1201 -900 1400 -900 ,
2_180.000000-3-180.000000,1001 -699 1001 -500 1002 -500 1201 -500 1201 -300 1201 -100 1201 100 1001 100 1000 300 800 300 400.995 300 400 499 300 499 200 499 100 499 -300 100 -300 98.5025 -499 -100 -499 -300 -499 -500 -299 -500 -299 -699 -99 -699 1 -699 201 -699 201 -500 401 -500 401 -399 401.663 -399 402 -500 601 -500 601.337 -500 602 -699 801 -699 802 -699 1001 -699 ,
0_0.000000-2-0.000000,2300 -500 2300 -100 2300 0 2300 400 1700 400 1700 600 1600 600 300 600 200 600 -200 200 -200 0 -200 -300 -200 -500 0 -500 100 -500 300 -500 300 -200 700 -200 700 -500 900 -500 1000 -500 1100 -500 1200 -500 1300 -500 1500 -500 1500 -200 1900 -200 1900 -500 2100 -500 2300 -500 ,
0_0.000000-1-180.000000,1800 -899 2400 -300 2400 200 1799 800 399 800 -200 200 -200 -300 400 -899 600 -899 900.501 -599 1299.5 -599 1600 -899 1800 -899 ,
2_180.000000-2-0.000000,1900 -500 1900 -100 1900 300 1300 300 1300 499 1300 500 1200 500 700 500 700 699 600 699 500 699 100 300 -300 -100 -300 -300 -300 -500 0 -500 300 -500 300 -200 600 -200 600 -300 600 -500 601 -500 800 -500 900 -500 901 -500 1100 -500 1100 -200 1500 -200 1501 -500 1700 -500 1701 -500 1900 -500 ,
0_0.000000-2-180.000000,1100 -599 1500 -200 1500 0 1500 300 1500 500 1200 500 599 500 400 500 100 500 -200 500 -801 500 -1000 500 -1000 100 -1000 0 -1000 -400 -800 -400 -400 -400 -400 -599 -300 -599 -200 -599 -100 -599 200 -299.75 200 -400 400 -400 800 -400 800 -599 900 -599 1000 -599 1100 -599 ,
0_0.000000-0-180.000000,2600 -300 2600 200 2600 700 1200 700 -200 700 -200 200 -200 -300 0 -300 200 -300 200 0 1000 0 1000 -300 1200 -300 1400 -300 1400 0 2200 0 2200 -300 2400 -300 2600 -300 ,
2_0.000000-1-0.000000,200 -1000 600 -600 800 -400 1200 0 1200 200 600 800 300 800 0 500 -300 800 -500 800 -1100 200 -1100 -200 -500 -800 -100 -800 100 -1000 200 -1000 ,
2_180.000000-1-180.000000,1400 -899 2000 -300 2000 100 1399 700 998.332 700 799 899 699 899 299 500 -300 -100 -300 -300 300 -899 600 -899 900.5 -599.001 1201 -899 1400 -899 ,
1_180.000000-1-0.000000,1 -1200 601 -600 1200 0 600 600 0 1199 -600 600 -1200 0 -600 -600 1 -1200 ,
