Key,Outers,Inners
8_0.000000,4400 900 30000 900 30000 7300 4400 7300 4400 900 ,
0_0.000000,3300 1900 30000 1900 30000 10100 3300 10100 3300 1900 ,
1_0.000000,3700 3000 29500 3000 29500 10100 3700 10100 3700 3000 ,
2_0.000000,3000 5100 30000 5100 30000 10100 3000 10100 3000 5100 ,
3_0.000000,300 1100 29500 1100 29500 7400 300 7400 300 1100 ,
4_0.000000,3000 800 26300 800 26300 8000 3000 8000 3000 800 ,
5_0.000000,5300 2100 30000 2100 30000 5200 5300 5200 5300 2100 ,
6_0.000000,5200 700 30000 700 30000 6900 5200 6900 5200 700 ,
7_0.000000,800 200 29600 200 29600 3900 800 3900 800 200 ,
9_0.000000,4000 2800 30000 2800 30000 10100 4000 10100 4000 2800 ,
