Key,Outers,Inners
19_0.000000,600 200 4000 200 4000 3600 600 3600 600 200 ,
1_180.000000,300 300 4000 300 4000 4000 300 4000 300 300 ,
20_0.000000,800 200 4000 200 4000 3600 800 3600 800 200 ,
8_0.000000,600 300 4000 300 4000 3700 600 3700 600 300 ,
9_90.000000,200 200 4000 200 4000 3700 200 3700 200 200 ,
11_0.000000,600 600 4000 600 4000 4000 600 4000 600 600 ,
12_0.000000,500 500 4000 500 4000 4000 500 4000 500 500 ,
12_90.000000,500 1 4000 1 4000 3501 500 3501 500 1 ,
6_0.000000,500 300 4000 300 4000 3800 500 3800 500 300 ,
4_180.000000,0 300 3400 300 3400 4000 0 4000 0 300 ,
14_0.000000,400 200 3800 200 3800 3600 400 3600 400 200 ,
16_0.000000,600 300 4000 300 4000 4000 600 4000 600 300 ,
13_0.000000,400 400 4000 400 4000 4000 400 4000 400 400 ,
15_180.000000,201 100 3901 100 3901 3800 201 3800 201 100 ,
5_0.000000,700 400 4000 400 4000 4000 700 4000 700 400 ,
21_0.000000,600 100 4000 100 4000 3800 600 3800 600 100 ,
11_180.000000,600 600 4000 600 4000 4000 600 4000 600 600 ,
18_0.000000,500 200 4000 200 4000 4000 500 4000 500 200 ,
3_0.000000,500 500 4000 500 4000 4000 500 4000 500 500 ,
0_90.000000,200 200 4000 200 4000 4000 200 4000 200 200 ,
7_0.000000,400 100 4000 100 4000 3700 400 3700 400 100 ,
5_180.000000,0 400 3300 400 3300 4000 0 4000 0 400 ,
4_0.000000,600 300 4000 300 4000 4000 600 4000 600 300 ,
2_0.000000,0 400 3600 400 3600 4000 0 4000 0 400 ,
9_0.000000,500 200 4000 200 4000 4000 500 4000 500 200 ,
6_90.000000,300 200 3800 200 3800 3700 300 3700 300 200 ,
10_0.000000,400 200 4000 200 4000 4000 400 4000 400 200 ,
15_0.000000,200 100 3900 100 3900 3800 200 3800 200 100 ,
8_180.000000,600 600 4000 600 4000 4000 600 4000 600 600 ,
1_0.000000,0 300 3700 300 3700 4000 0 4000 0 300 ,
17_0.000000,100 400 4000 400 4000 4000 100 4000 100 400 ,
18_90.000000,200 500 4000 500 4000 4000 200 4000 200 500 ,
0_0.000000,0 200 3800 200 3800 4000 0 4000 0 200 ,
21_90.000000,300 200 4000 200 4000 3600 300 3600 300 200 ,
19_90.000000,600 201 4000 201 4000 3601 600 3601 600 201 ,
20_90.000000,600 200 4000 200 4000 3400 600 3400 600 200 ,
11_90.000000,600 600 4000 600 4000 4000 600 4000 600 600 ,
0_270.000000,200 200 4000 200 4000 4000 200 4000 200 200 ,
8_90.000000,300 200 3700 200 3700 3600 300 3600 300 200 ,
14_90.000000,400 200 3800 200 3800 3600 400 3600 400 200 ,
16_90.000000,300 600 4000 600 4000 4000 300 4000 300 600 ,
13_90.000000,400 400 4000 400 4000 4000 400 4000 400 400 ,
5_90.000000,400 700 4000 700 4000 4000 400 4000 400 700 ,
3_90.000000,500 1 4000 1 4000 3501 500 3501 500 1 ,
7_90.000000,100 200 3700 200 3700 3800 100 3800 100 200 ,
4_90.000000,300 600 4000 600 4000 4000 300 4000 300 600 ,
2_90.000000,400 400 4000 400 4000 4000 400 4000 400 400 ,
9_180.000000,200 100 3700 100 3700 3900 200 3900 200 100 ,
10_90.000000,200 100 4000 100 4000 3700 200 3700 200 100 ,
15_90.000000,200 100 3900 100 3900 3800 200 3800 200 100 ,
1_90.000000,300 300 4000 300 4000 4000 300 4000 300 300 ,
17_90.000000,400 1 4000 1 4000 3901 400 3901 400 1 ,
19_180.000000,600 200 4000 200 4000 3600 600 3600 600 200 ,
20_180.000000,800 200 4000 200 4000 3600 800 3600 800 200 ,
12_180.000000,500 500 4000 500 4000 4000 500 4000 500 500 ,
6_180.000000,500 500 4000 500 4000 4000 500 4000 500 500 ,
14_180.000000,401 200 3801 200 3801 3600 401 3600 401 200 ,
16_180.000000,600 300 4000 300 4000 4000 600 4000 600 300 ,
13_180.000000,400 400 4000 400 4000 4000 400 4000 400 400 ,
18_180.000000,500 200 4000 200 4000 4000 500 4000 500 200 ,
